Sexo;Municipios;Lugar de nacimiento;Total
Ambos sexos;23001 Albanchez de Mágina;Total Población;1.397
Ambos sexos;23001 Albanchez de Mágina;Nacidos en el Extranjero;2
Ambos sexos;23001 Albanchez de Mágina;Total Europa;2
Ambos sexos;23001 Albanchez de Mágina;Total Unión Europea (25);0
Ambos sexos;23001 Albanchez de Mágina;Alemania;0
Ambos sexos;23001 Albanchez de Mágina;Francia;0
Ambos sexos;23001 Albanchez de Mágina;Reino Unido;0
Ambos sexos;23001 Albanchez de Mágina;Resto de Europa;2
Ambos sexos;23001 Albanchez de Mágina;Rumanía;0
Ambos sexos;23001 Albanchez de Mágina;Total Africa;0
Ambos sexos;23001 Albanchez de Mágina;Marruecos;0
Ambos sexos;23001 Albanchez de Mágina;Total Am‚rica;0
Ambos sexos;23001 Albanchez de Mágina;Colombia;0
Ambos sexos;23001 Albanchez de Mágina;Ecuador;0
Ambos sexos;23001 Albanchez de Mágina;Argentina;0
Ambos sexos;23001 Albanchez de Mágina;Total Asia;0
Ambos sexos;23001 Albanchez de Mágina;Oceanía;0
Ambos sexos;23002 Alcalá la Real;Total Población;21.806
Ambos sexos;23002 Alcalá la Real;Nacidos en el Extranjero;441
Ambos sexos;23002 Alcalá la Real;Total Europa;281
Ambos sexos;23002 Alcalá la Real;Total Unión Europea (25);104
Ambos sexos;23002 Alcalá la Real;Alemania;57
Ambos sexos;23002 Alcalá la Real;Francia;22
Ambos sexos;23002 Alcalá la Real;Reino Unido;7
Ambos sexos;23002 Alcalá la Real;Resto de Europa;177
Ambos sexos;23002 Alcalá la Real;Rumanía;27
Ambos sexos;23002 Alcalá la Real;Total Africa;60
Ambos sexos;23002 Alcalá la Real;Marruecos;51
Ambos sexos;23002 Alcalá la Real;Total Am‚rica;93
Ambos sexos;23002 Alcalá la Real;Colombia;33
Ambos sexos;23002 Alcalá la Real;Ecuador;20
Ambos sexos;23002 Alcalá la Real;Argentina;11
Ambos sexos;23002 Alcalá la Real;Total Asia;7
Ambos sexos;23002 Alcalá la Real;Oceanía;0
Ambos sexos;23003 Alcaudete;Total Población;11.101
Ambos sexos;23003 Alcaudete;Nacidos en el Extranjero;83
Ambos sexos;23003 Alcaudete;Total Europa;33
Ambos sexos;23003 Alcaudete;Total Unión Europea (25);18
Ambos sexos;23003 Alcaudete;Alemania;3
Ambos sexos;23003 Alcaudete;Francia;0
Ambos sexos;23003 Alcaudete;Reino Unido;6
Ambos sexos;23003 Alcaudete;Resto de Europa;15
Ambos sexos;23003 Alcaudete;Rumanía;7
Ambos sexos;23003 Alcaudete;Total Africa;32
Ambos sexos;23003 Alcaudete;Marruecos;20
Ambos sexos;23003 Alcaudete;Total Am‚rica;18
Ambos sexos;23003 Alcaudete;Colombia;6
Ambos sexos;23003 Alcaudete;Ecuador;3
Ambos sexos;23003 Alcaudete;Argentina;1
Ambos sexos;23003 Alcaudete;Total Asia;0
Ambos sexos;23003 Alcaudete;Oceanía;0
Ambos sexos;23004 Aldeaquemada;Total Población;539
Ambos sexos;23004 Aldeaquemada;Nacidos en el Extranjero;2
Ambos sexos;23004 Aldeaquemada;Total Europa;1
Ambos sexos;23004 Aldeaquemada;Total Unión Europea (25);0
Ambos sexos;23004 Aldeaquemada;Alemania;0
Ambos sexos;23004 Aldeaquemada;Francia;0
Ambos sexos;23004 Aldeaquemada;Reino Unido;0
Ambos sexos;23004 Aldeaquemada;Resto de Europa;1
Ambos sexos;23004 Aldeaquemada;Rumanía;0
Ambos sexos;23004 Aldeaquemada;Total Africa;0
Ambos sexos;23004 Aldeaquemada;Marruecos;0
Ambos sexos;23004 Aldeaquemada;Total Am‚rica;1
Ambos sexos;23004 Aldeaquemada;Colombia;0
Ambos sexos;23004 Aldeaquemada;Ecuador;1
Ambos sexos;23004 Aldeaquemada;Argentina;0
Ambos sexos;23004 Aldeaquemada;Total Asia;0
Ambos sexos;23004 Aldeaquemada;Oceanía;0
Ambos sexos;23005 Andújar;Total Población;38.241
Ambos sexos;23005 Andújar;Nacidos en el Extranjero;592
Ambos sexos;23005 Andújar;Total Europa;256
Ambos sexos;23005 Andújar;Total Unión Europea (25);192
Ambos sexos;23005 Andújar;Alemania;87
Ambos sexos;23005 Andújar;Francia;33
Ambos sexos;23005 Andújar;Reino Unido;7
Ambos sexos;23005 Andújar;Resto de Europa;64
Ambos sexos;23005 Andújar;Rumanía;11
Ambos sexos;23005 Andújar;Total Africa;116
Ambos sexos;23005 Andújar;Marruecos;98
Ambos sexos;23005 Andújar;Total Am‚rica;193
Ambos sexos;23005 Andújar;Colombia;63
Ambos sexos;23005 Andújar;Ecuador;39
Ambos sexos;23005 Andújar;Argentina;34
Ambos sexos;23005 Andújar;Total Asia;26
Ambos sexos;23005 Andújar;Oceanía;1
Ambos sexos;23006 Arjona;Total Población;5.648
Ambos sexos;23006 Arjona;Nacidos en el Extranjero;26
Ambos sexos;23006 Arjona;Total Europa;19
Ambos sexos;23006 Arjona;Total Unión Europea (25);16
Ambos sexos;23006 Arjona;Alemania;13
Ambos sexos;23006 Arjona;Francia;1
Ambos sexos;23006 Arjona;Reino Unido;0
Ambos sexos;23006 Arjona;Resto de Europa;3
Ambos sexos;23006 Arjona;Rumanía;1
Ambos sexos;23006 Arjona;Total Africa;3
Ambos sexos;23006 Arjona;Marruecos;3
Ambos sexos;23006 Arjona;Total Am‚rica;4
Ambos sexos;23006 Arjona;Colombia;0
Ambos sexos;23006 Arjona;Ecuador;2
Ambos sexos;23006 Arjona;Argentina;0
Ambos sexos;23006 Arjona;Total Asia;0
