;;;;;;;;;;;;;
;PARO REGISTRADO SEGÚN SEXO, EDAD Y SECTOR DE ACTIVIDAD ECONÓMICA;;;;;;;;;;;;
;;;;;;;;;;;;;
;CADIZ;;;;;;;;JUNIO 2018;;;;
;MUNICIPIOS;TOTAL;SEXO Y EDAD;;;;;;SECTORES;;;;
;;;HOMBRES;;;MUJERES;;;AGRI- CULTURA;INDUS- TRIA;CONS- TRUCCIÓN;SERVICIOS;SIN EMPLEO ANTERIOR
;;;<25;25 - 44;>=45;<25;25 - 44;>=45;;;;;
;;;;;;;;;;;;;
11001;ALCALA DE LOS GAZULES;699;26;104;120;37;213;199;59;16;53;517;54
11002;ALCALA DEL VALLE;243;22;40;84;16;44;37;54;4;23;141;21
11003;ALGAR;165;7;17;32;8;47;54;3;16;19;124;3
11004;ALGECIRAS;13,124;610;2,109;2,467;579;3,740;3,619;277;551;1,198;8,811;2,287
11005;ALGODONALES;472;26;76;107;35;133;95;72;14;25;328;33
11006;ARCOS DE LA FRONTERA;4,504;146;633;839;193;1,402;1,291;275;162;642;3,077;348
11007;BARBATE;3,078;125;500;585;117;832;919;165;245;275;2,025;368
11008;BARRIOS, LOS;2,292;110;336;346;126;700;674;58;144;182;1,592;316
11901;BENALUP-CASAS VIEJAS;731;31;80;116;35;215;254;76;22;62;502;69
11009;BENAOCAZ;87;3;11;15;4;27;27;1;11;1;70;4
11010;BORNOS;703;52;121;169;45;206;110;86;21;70;478;48
11011;BOSQUE, EL;215;15;32;47;10;51;60;7;25;8;154;21
11012;CADIZ;12,708;354;2,329;2,786;349;3,264;3,626;85;871;923;9,318;1,511
11013;CASTELLAR DE LA FRONTERA;313;17;38;52;20;84;102;23;11;16;226;37
11015;CHICLANA DE LA FRONTERA;9,742;385;1,527;1,890;361;2,731;2,848;112;539;1,463;5,890;1,738
11016;CHIPIONA;2,330;105;407;477;110;624;607;220;67;272;1,527;244
11014;CONIL DE LA FRONTERA;1,796;55;293;414;66;499;469;61;54;200;1,266;215
11017;ESPERA;335;22;62;87;19;105;40;43;12;63;202;15
11018;GASTOR, EL;156;13;29;51;7;34;22;25;1;18;102;10
11019;GRAZALEMA;228;10;37;44;8;49;80;6;11;21;178;12
11020;JEREZ DE LA FRONTERA;26,857;955;3,879;5,106;921;7,207;8,789;902;1,456;2,555;17,979;3,965
11021;JIMENA DE LA FRONTERA;908;33;120;179;52;260;264;93;35;88;599;93
11022;LINEA DE LA CONCEPCION, LA;8,240;354;1,414;1,819;385;2,040;2,228;100;588;1,097;4,860;1,595
11023;MEDINA-SIDONIA;1,517;43;191;290;80;456;457;91;68;182;1,007;169
11024;OLVERA;484;30;88;120;27;139;80;64;25;59;289;47
11025;PATERNA DE RIVERA;727;32;122;126;25;230;192;52;29;366;238;42
11026;PRADO DEL REY;827;36;109;186;13;231;252;36;156;51;519;65
11027;PUERTO DE SANTA MARIA, EL;9,404;321;1,520;1,821;286;2,553;2,903;117;451;862;6,472;1,502
11028;PUERTO REAL;4,797;177;820;890;179;1,388;1,343;75;443;421;3,147;711
11029;PUERTO SERRANO;404;33;86;90;52;97;46;94;11;31;229;39
11030;ROTA;2,704;114;443;487;97;807;756;44;410;180;1,745;325
11031;SAN FERNANDO;10,461;362;1,698;1,854;360;2,986;3,201;75;584;934;6,970;1,898
11902;SAN JOSE DEL VALLE;502;31;77;105;34;140;115;53;19;57;318;55
11032;SANLUCAR DE BARRAMEDA;8,545;398;1,329;1,645;418;2,337;2,418;909;428;841;5,027;1,340
11033;SAN ROQUE;3,106;160;503;590;120;873;860;51;189;536;1,865;465
11034;SETENIL DE LAS BODEGAS;173;9;32;49;12;41;30;29;7;16;110;11
11035;TARIFA;1,554;73;219;277;55;427;503;31;65;97;1,226;135
11036;TORRE ALHAQUIME;53;3;12;14;4;14;6;9; ;6;37;1
11037;TREBUJENA;699;32;164;155;47;200;101;102;22;59;442;74
11038;UBRIQUE;2,272;63;263;498;62;549;837;21;954;103;1,035;159
11039;VEJER DE LA FRONTERA;1,598;50;234;354;64;424;472;61;49;163;1,150;175
11040;VILLALUENGA DEL ROSARIO;23;1;2;8; ;6;6;1; ; ;20;2
11041;VILLAMARTIN;1,484;97;235;329;96;442;285;132;62;150;1,020;120
11042;ZAHARA;93;12;15;27;4;21;14;8;4;39;34;8
;CADIZ;141,353;5,553;22,356;27,747;5,538;38,868;41,291;4,858;8,852;14,427;92,866;20,350
